trial,seed,operator_a,operator_b,kendall_tau,jaccard_top_k
325,367,geometric@0.90,linear@0.50,0.18569573469183898,0.4084507042253521
325,367,min,linear@0.50,0.406988188976378,0.5625
325,367,geometric@0.10,linear@0.90,-0.3814586224289407,0.06382978723404255
325,367,geometric@0.50,linear@0.90,-0.11742433702199032,0.2422360248447205
325,367,geometric@0.90,linear@0.90,0.26434508714788224,0.4084507042253521
325,367,min,linear@0.90,-0.15309467093888546,0.14285714285714285
325,367,geometric@0.50,geometric@0.10,0.04581955597543694,0.3698630136986301
325,367,geometric@0.90,geometric@0.10,-0.26078582434514636,0.12994350282485875
325,367,min,geometric@0.10,-0.019779841761265914,0.30718954248366015
325,367,geometric@0.90,geometric@0.50,0.1412198912198912,0.3888888888888889
325,367,min,geometric@0.50,0.4843517138599106,0.639344262295082
325,367,min,geometric@0.90,0.05294164477350529,0.2578616352201258
326,368,linear@0.50,linear@0.10,0.057750759878419454,0.41843971631205673
326,368,linear@0.90,linear@0.10,-0.3504213891310665,0.07526881720430108
326,368,geometric@0.10,linear@0.10,0.760888732146006,0.8691588785046729
326,368,geometric@0.50,linear@0.10,0.021455938697318006,0.3793103448275862
326,368,geometric@0.90,linear@0.10,-0.273765809873521,0.16279069767441862
326,368,min,linear@0.10,-0.007336934612593728,0.26582278481012656
326,368,linear@0.90,linear@0.50,-0.11763877148492535,0.1834319526627219
326,368,geometric@0.10,linear@0.50,0.15564620008587374,0.45985401459854014
326,368,geometric@0.50,linear@0.50,0.8811497090460236,0.8691588785046729
326,368,geometric@0.90,linear@0.50,0.17060637204522097,0.42857142857142855
326,368,min,linear@0.50,0.5063117110361204,0.5748031496062992
326,368,geometric@0.10,linear@0.90,-0.38879900223708375,0.08108108108108109
326,368,geometric@0.50,linear@0.90,-0.20402708380098303,0.1695906432748538
326,368,geometric@0.90,linear@0.90,0.13983962843167677,0.35135135135135137
326,368,min,linear@0.90,-0.22250376590033485,0.12359550561797752
326,368,geometric@0.50,geometric@0.10,0.11286727456940222,0.41843971631205673
326,368,geometric@0.90,geometric@0.10,-0.2223161453930685,0.1834319526627219
326,368,min,geometric@0.10,0.07172565996095408,0.2987012987012987
326,368,geometric@0.90,geometric@0.50,0.1515704154002026,0.41843971631205673
326,368,min,geometric@0.50,0.5737704918032787,0.639344262295082
326,368,min,geometric@0.90,0.08384787472035794,0.3333333333333333
327,369,linear@0.50,linear@0.10,0.07961242633103585,0.4084507042253521
327,369,linear@0.90,linear@0.10,-0.2980243799915931,0.09289617486338798
327,369,geometric@0.10,linear@0.10,0.7890386343216533,0.8867924528301887
327,369,geometric@0.50,linear@0.10,0.04439876670092498,0.42857142857142855
327,369,geometric@0.90,linear@0.10,-0.300421596627227,0.16279069767441862
327,369,min,linear@0.10,0.023036459278070014,0.3422818791946309
327,369,linear@0.90,linear@0.50,-0.035912015561873414,0.21951219512195122
327,369,geometric@0.10,linear@0.50,0.1573350015639662,0.43884892086330934
327,369,geometric@0.50,linear@0.50,0.8914645103324349,0.8867924528301887
327,369,geometric@0.90,linear@0.50,0.11177704525022475,0.4084507042253521
327,369,min,linear@0.50,0.5324929971988794,0.6666666666666666
327,369,geometric@0.10,linear@0.90,-0.32202411141745174,0.09289617486338798
327,369,geometric@0.50,linear@0.90,-0.09016681035840772,0.19047619047619047
327,369,geometric@0.90,linear@0.90,0.3701270264299219,0.43884892086330934
327,369,min,linear@0.90,-0.11839119084919661,0.15606936416184972
327,369,geometric@0.50,geometric@0.10,0.12880044223327805,0.48148148148148145
327,369,geometric@0.90,geometric@0.10,-0.27077383380932957,0.16279069767441862
327,369,min,geometric@0.10,0.10314685314685315,0.3888888888888889
327,369,geometric@0.90,geometric@0.50,0.08526698350573106,0.36054421768707484
327,369,min,geometric@0.50,0.6002998500749624,0.7241379310344828
327,369,min,geometric@0.90,0.021135727018079954,0.2987012987012987
328,370,linear@0.50,linear@0.10,0.057662835249042144,0.3793103448275862
328,370,linear@0.90,linear@0.10,-0.31595480848718654,0.04712041884816754
328,370,geometric@0.10,linear@0.10,0.7393815834182808,0.8348623853211009
328,370,geometric@0.50,linear@0.10,0.02301742614854161,0.36054421768707484
328,370,geometric@0.90,linear@0.10,-0.3531326822138064,0.14942528735632185
328,370,min,linear@0.10,-0.002150537634408602,0.28205128205128205
328,370,linear@0.90,linear@0.50,-0.0579043446513326,0.20481927710843373
328,370,geometric@0.10,linear@0.50,0.1587855707182905,0.4492753623188406
328,370,geometric@0.50,linear@0.50,0.8959706959706958,0.9047619047619048
328,370,geometric@0.90,linear@0.50,0.05119382754665832,0.43884892086330934
328,370,min,linear@0.50,0.4788751166200186,0.6260162601626016
328,370,geometric@0.10,linear@0.90,-0.36996622744092805,0.04712041884816754
328,370,geometric@0.50,linear@0.90,-0.14254515575467536,0.1834319526627219
328,370,geometric@0.90,linear@0.90,0.3158363545655633,0.36054421768707484
328,370,min,linear@0.90,-0.1603402994859502,0.13636363636363635
328,370,geometric@0.50,geometric@0.10,0.12647273485559377,0.43884892086330934
328,370,geometric@0.90,geometric@0.10,-0.31847265221878224,0.1695906432748538
328,370,min,geometric@0.10,0.0943188086045229,0.35135135135135137
328,370,geometric@0.90,geometric@0.50,0.03206472879832185,0.4084507042253521
328,370,min,geometric@0.50,0.5433869332174418,0.6949152542372882
328,370,min,geometric@0.90,-0.02304635761589404,0.32450331125827814
329,371,linear@0.50,linear@0.10,0.05904581955597543,0.3698630136986301
329,371,linear@0.90,linear@0.10,-0.2748531139835488,0.08108108108108109
329,371,geometric@0.10,linear@0.10,0.745193171608266,0.8867924528301887
329,371,geometric@0.50,linear@0.10,0.03146853146853147,0.3888888888888889
329,371,geometric@0.90,linear@0.10,-0.3207792207792208,0.13636363636363635
329,371,min,linear@0.10,0.018299058905542002,0.3157894736842105
329,371,linear@0.90,linear@0.50,-0.005900621118012422,0.2422360248447205
329,371,geometric@0.10,linear@0.50,0.16531815003496153,0.4084507042253521
329,371,geometric@0.50,linear@0.50,0.8649268206665492,0.8691588785046729
329,371,geometric@0.90,linear@0.50,0.11936453413482179,0.45985401459854014
329,371,min,linear@0.50,0.5044648807143809,0.6260162601626016
329,371,geometric@0.10,linear@0.90,-0.2977578400803019,0.09289617486338798
329,371,geometric@0.50,linear@0.90,-0.09644907547976189,0.19760479041916168
329,371,geometric@0.90,linear@0.90,0.3365760717645745,0.3698630136986301
329,371,min,linear@0.90,-0.13593322966412855,0.14285714285714285
329,371,geometric@0.50,geometric@0.10,0.13854059609455294,0.42857142857142855
329,371,geometric@0.90,geometric@0.10,-0.26401398037370616,0.15606936416184972
329,371,min,geometric@0.10,0.1160139731568303,0.35135135135135137
329,371,geometric@0.90,geometric@0.50,0.09031813257165368,0.3986013986013986
329,371,min,geometric@0.50,0.5944591806660772,0.7094017094017094
329,371,min,geometric@0.90,0.009062391077030326,0.3157894736842105
330,372,linear@0.50,linear@0.10,0.05460562603419747,0.35135135135135137
330,372,linear@0.90,linear@0.10,-0.35492227979274615,0.03626943005181347
330,372,geometric@0.10,linear@0.10,0.7746625129802699,0.8518518518518519
330,372,geometric@0.50,linear@0.10,0.014569536423841059,0.32450331125827814
330,372,geometric@0.90,linear@0.10,-0.3184357541899441,0.1111111111111111
330,372,min,linear@0.10,-0.04968944099378882,0.2422360248447205
330,372,linear@0.90,linear@0.50,-0.1363764440687518,0.1834319526627219
330,372,geometric@0.10,linear@0.50,0.13286713286713286,0.3888888888888889
330,372,geometric@0.50,linear@0.50,0.8892611532357609,0.8691588785046729
330,372,geometric@0.90,linear@0.50,0.06585081585081586,0.3888888888888889
330,372,min,linear@0.50,0.47713498622589523,0.6528925619834711
330,372,geometric@0.10,linear@0.90,-0.40330915301849707,0.041666666666666664
330,372,geometric@0.50,linear@0.90,-0.23743462667757737,0.15606936416184972
330,372,geometric@0.90,linear@0.90,0.16681931148948417,0.35135135135135137
330,372,min,linear@0.90,-0.23176634730138132,0.13636363636363635
330,372,geometric@0.50,geometric@0.10,0.09048550927220203,0.36054421768707484
330,372,geometric@0.90,geometric@0.10,-0.28956123281652124,0.11731843575418995
330,372,min,geometric@0.10,0.022332506203473948,0.28205128205128205
330,372,geometric@0.90,geometric@0.50,0.039962210675484174,0.3698630136986301
330,372,min,geometric@0.50,0.5424287856071964,0.7241379310344828
330,372,min,geometric@0.90,0.00801673056814221,0.3157894736842105
331,373,linear@0.50,linear@0.10,0.08566433566433566,0.3888888888888889
331,373,linear@0.90,linear@0.10,-0.28137169427492004,0.07526881720430108
331,373,geometric@0.10,linear@0.10,0.814494798095574,0.8691588785046729
331,373,geometric@0.50,linear@0.10,0.05356636750118091,0.3698630136986301
331,373,geometric@0.90,linear@0.10,-0.24415584415584413,0.13636363636363635
331,373,min,linear@0.10,-0.016005226196308998,0.27388535031847133
331,373,linear@0.90,linear@0.50,-0.058454519532363844,0.19047619047619047
331,373,geometric@0.10,linear@0.50,0.15754353039307684,0.43884892086330934
331,373,geometric@0.50,linear@0.50,0.8980582524271845,0.9230769230769231
331,373,geometric@0.90,linear@0.50,0.16576381365113757,0.3986013986013986
331,373,min,linear@0.50,0.45041322314049587,0.6528925619834711
331,373,geometric@0.10,linear@0.90,-0.3765107134239165,0.07526881720430108
331,373,geometric@0.50,linear@0.90,-0.17614733097681276,0.17647058823529413
331,373,geometric@0.90,linear@0.90,0.1190919164516057,0.2903225806451613
331,373,min,linear@0.90,-0.1721577281237876,0.14942528735632185
331,373,geometric@0.50,geometric@0.10,0.12016210739614995,0.41843971631205673
331,373,geometric@0.90,geometric@0.10,-0.21669579244522114,0.15606936416184972
331,373,min,geometric@0.10,0.046357615894039736,0.3157894736842105
331,373,geometric@0.90,geometric@0.50,0.14272030651340994,0.3793103448275862
331,373,min,geometric@0.50,0.5134099616858236,0.7094017094017094
331,373,min,geometric@0.90,0.1154083885209713,0.32450331125827814
332,374,linear@0.50,linear@0.10,0.10547785547785547,0.3888888888888889
332,374,linear@0.90,linear@0.10,-0.24854380592085512,0.09289617486338798
332,374,geometric@0.10,linear@0.10,0.7406692406692406,0.7857142857142857
332,374,geometric@0.50,linear@0.10,0.06643356643356643,0.3888888888888889
332,374,geometric@0.90,linear@0.10,-0.25205000672133354,0.15606936416184972
332,374,min,linear@0.10,0.01927159888943328,0.27388535031847133
332,374,linear@0.90,linear@0.50,-0.011588275391956374,0.22699386503067484
332,374,geometric@0.10,linear@0.50,0.2052287581699346,0.47058823529411764
332,374,geometric@0.50,linear@0.50,0.8864824495892458,0.9230769230769231
332,374,geometric@0.90,linear@0.50,0.14815973308309874,0.43884892086330934
332,374,min,linear@0.50,0.47303225806451604,0.6
332,374,geometric@0.10,linear@0.90,-0.2892263713613887,0.1111111111111111
332,374,geometric@0.50,linear@0.90,-0.08737102468375608,0.19760479041916168
332,374,geometric@0.90,linear@0.90,0.29780502126027136,0.3793103448275862
332,374,min,linear@0.90,-0.09809191002817068,0.14942528735632185
332,374,geometric@0.50,geometric@0.10,0.16906318082788668,0.47058823529411764
332,374,geometric@0.90,geometric@0.10,-0.21057884231536927,0.19047619047619047
332,374,min,geometric@0.10,0.11228006530019952,0.3422818791946309
332,374,geometric@0.90,geometric@0.50,0.1352309662168817,0.3986013986013986
332,374,min,geometric@0.50,0.5473829201101927,0.6528925619834711
332,374,min,geometric@0.90,0.0963355408388521,0.32450331125827814
333,375,linear@0.50,linear@0.10,0.02902231090150553,0.3422818791946309
333,375,linear@0.90,linear@0.10,-0.3216255769447258,0.0582010582010582
333,375,geometric@0.10,linear@0.10,0.7523341523341524,0.8018018018018018
333,375,geometric@0.50,linear@0.10,0.0046799116997792494,0.32450331125827814
333,375,geometric@0.90,linear@0.10,-0.28480519480519484,0.13636363636363635
333,375,min,linear@0.10,-0.036163522012578615,0.25
333,375,linear@0.90,linear@0.50,-0.09823210721414316,0.19047619047619047
333,375,geometric@0.10,linear@0.50,0.10275835275835277,0.3888888888888889
333,375,geometric@0.50,linear@0.50,0.8934065934065933,0.9047619047619048
333,375,geometric@0.90,linear@0.50,0.16337483898668953,0.45985401459854014
333,375,min,linear@0.50,0.4676795948287351,0.6260162601626016
333,375,geometric@0.10,linear@0.90,-0.4015684162254662,0.0582010582010582
333,375,geometric@0.50,linear@0.90,-0.211075295991363,0.17647058823529413
333,375,geometric@0.90,linear@0.90,0.12492570323704989,0.2987012987012987
333,375,min,linear@0.90,-0.2251354548833478,0.12994350282485875
333,375,geometric@0.50,geometric@0.10,0.07854406130268199,0.3793103448275862
333,375,geometric@0.90,geometric@0.10,-0.26011560693641617,0.14942528735632185
333,375,min,geometric@0.10,0.030982089805619215,0.2987012987012987
333,375,geometric@0.90,geometric@0.50,0.12867420349434738,0.42857142857142855
333,375,min,geometric@0.50,0.5361437056352312,0.6949152542372882
333,375,min,geometric@0.90,0.06475603119898421,0.3422818791946309
334,376,linear@0.50,linear@0.10,0.07701149425287356,0.3793103448275862
334,376,linear@0.90,linear@0.10,-0.368861945439515,0.04712041884816754
334,376,geometric@0.10,linear@0.10,0.8229589137718215,0.8691588785046729
334,376,geometric@0.50,linear@0.10,0.052092069704594166,0.36054421768707484
334,376,geometric@0.90,linear@0.10,-0.3097187837237352,0.12359550561797752
334,376,min,linear@0.10,-0.024870554282318987,0.2987012987012987
334,376,linear@0.90,linear@0.50,-0.16582135812905044,0.1834319526627219
334,376,geometric@0.10,linear@0.50,0.13414387031408306,0.41843971631205673
334,376,geometric@0.50,linear@0.50,0.8908424908424907,0.9047619047619048
334,376,geometric@0.90,linear@0.50,0.09558067831449128,0.42857142857142855
334,376,min,linear@0.50,0.46107936507936514,0.5873015873015873
334,376,geometric@0.10,linear@0.90,-0.43371581960406147,0.0582010582010582
334,376,geometric@0.50,linear@0.90,-0.2772301624439219,0.1695906432748538
334,376,geometric@0.90,linear@0.90,0.08838541513318268,0.3333333333333333
334,376,min,linear@0.90,-0.23880455043265833,0.10497237569060773
334,376,geometric@0.50,geometric@0.10,0.10568304934502117,0.3986013986013986
334,376,geometric@0.90,geometric@0.10,-0.28779220779220777,0.13636363636363635
334,376,min,geometric@0.10,0.023534675615212528,0.3333333333333333
334,376,geometric@0.90,geometric@0.50,0.06605876393110435,0.41843971631205673
334,376,min,geometric@0.50,0.5236572037851526,0.6260162601626016
334,376,min,geometric@0.90,0.03707333006696064,0.27388535031847133
335,377,linear@0.50,linear@0.10,0.06693270451659712,0.3422818791946309
335,377,linear@0.90,linear@0.10,-0.23996198622000478,0.08695652173913043
335,377,geometric@0.10,linear@0.10,0.7500409500409501,0.8018018018018018
335,377,geometric@0.50,linear@0.10,0.04824959187375294,0.3422818791946309
335,377,geometric@0.90,linear@0.10,-0.2453246753246753,0.13636363636363635
335,377,min,linear@0.10,-0.0008868822059179232,0.26582278481012656
335,377,linear@0.90,linear@0.50,0.014779874213836476,0.25
335,377,geometric@0.10,linear@0.50,0.15339412360688956,0.41843971631205673
335,377,geometric@0.50,linear@0.50,0.8815914715400724,0.941747572815534
335,377,geometric@0.90,linear@0.50,0.19346405228758165,0.47058823529411764
335,377,min,linear@0.50,0.4775423164067706,0.6260162601626016
335,377,geometric@0.10,linear@0.90,-0.2980907092579156,0.0989010989010989
335,377,geometric@0.50,linear@0.90,-0.08263397796425283,0.2345679012345679
335,377,geometric@0.90,linear@0.90,0.28989335593292215,0.36054421768707484
335,377,min,linear@0.90,-0.09304011503204783,0.16279069767441862
335,377,geometric@0.50,geometric@0.10,0.14162384378211718,0.42857142857142855
335,377,geometric@0.90,geometric@0.10,-0.2174622603019176,0.16279069767441862
335,377,min,geometric@0.10,0.08670415381824777,0.3422818791946309
335,377,geometric@0.90,geometric@0.50,0.1693642229979901,0.4492753623188406
335,377,min,geometric@0.50,0.5531680440771349,0.6528925619834711
335,377,min,geometric@0.90,0.11463087248322146,0.3333333333333333
336,378,linear@0.50,linear@0.10,0.0672105672105672,0.3888888888888889
336,378,linear@0.90,linear@0.10,-0.24364033756298953,0.0989010989010989
336,378,geometric@0.10,linear@0.10,0.7979192382295892,0.8691588785046729
336,378,geometric@0.50,linear@0.10,0.032782239017477566,0.3698630136986301
336,378,geometric@0.90,linear@0.10,-0.22719211822660096,0.14285714285714285
336,378,min,linear@0.10,0.013564929693961952,0.28205128205128205
336,378,linear@0.90,linear@0.50,0.09922756981580509,0.2987012987012987
336,378,geometric@0.10,linear@0.50,0.14544885830466062,0.43884892086330934
336,378,geometric@0.50,linear@0.50,0.8864330637915546,0.8867924528301887
336,378,geometric@0.90,linear@0.50,0.2512429916428647,0.4492753623188406
336,378,min,linear@0.50,0.5169523809523809,0.5873015873015873
336,378,geometric@0.10,linear@0.90,-0.2566145915839046,0.1111111111111111
336,378,geometric@0.50,linear@0.90,0.03675240736075102,0.27388535031847133
336,378,geometric@0.90,linear@0.90,0.4279349952101564,0.47058823529411764
336,378,min,linear@0.90,-0.02221853671045546,0.19047619047619047
336,378,geometric@0.50,geometric@0.10,0.10658561296859169,0.41843971631205673
